1,0,0.0108041
1,1,0.0105295
1,2,0.0103465
1,3,0.0100074
1,4,0.010139
1,5,0.00983231
1,6,0.0095809
1,7,0.00919459
1,8,0.00887972
1,9,0.0088176
1,10,0.00981869
1,11,0.00835829
1,12,0.00773914
1,13,0.00792189
1,14,0.0100788
1,15,0.00982452
1,16,0.00957574
1,17,0.00922903
1,18,0.00942857
1,19,0.00936873
1,20,0.00949683
1,21,0.0094485
1,22,0.00873026
1,23,0.00644545
1,24,0.00785156
1,25,0.00763541
1,26,0.00577036
1,27,0.00718743
1,28,0.00639591
1,29,0.00573006
1,30,0.00570978
1,31,0.00150638
1,32,0.00695085
1,33,0.00528857
1,34,0.00536063
1,35,0.00624578
1,36,0.00168457
1,37,0.00190559
1,38,0.00557757
1,39,0.00406354
1,40,0.00154998
1,41,0.00162965
1,42,0.00690621
1,43,0.00564381
1,44,0.00539882
1,45,0.00197167
1,46,0.00367578
1,47,0.00309318
1,48,0.00498786
1,49,0.00610734
1,50,0.00211485
1,51,0.00606244
1,52,0.0044293
1,53,0.00572317
1,54,0.00114328
1,55,0.00518472
1,56,0.00572897
1,57,0.00165782
1,58,0.0035067
1,59,0.00179127
1,60,0.00192404
1,61,0.00275743
1,62,0.00196482
1,63,0.00201227
1,64,0.0029827
1,65,0.00112178
1,66,0.00535285
1,67,0.00557108
1,68,0.0049794
1,69,0.00289466
1,70,0.00126282
1,71,0.00354446
1,72,0.00506995
1,73,0.00204215
1,74,0.00192641
1,75,0.005259
1,76,0.00427526
1,77,0.00495931
1,78,0.00493034
1,79,0.00502863
1,80,0.00128592
1,81,0.00453903
1,82,0.00203102
1,83,0.00299273
1,84,0.00390722
1,85,0.00173276
1,86,0.00260521
1,87,0.00146812
1,88,0.00384357
1,89,0.00491288
1,90,0.00309891
1,91,0.00132452
1,92,0.00258032
1,93,0.00212442
1,94,0.00115906
1,95,0.00509298
1,96,0.00195217
1,97,0.00327955
1,98,0.00163638
1,99,0.00309232
1,100,0.00137008
1,101,0.00230841
1,102,0.00267729
1,103,0.00170476
1,104,0.00159757
1,105,0.00140864
1,106,0.00289894
1,107,0.00253979
1,108,0.00520794
1,109,0.00356258
1,110,0.00172874
1,111,0.00134497
1,112,0.00122492
1,113,0.00437183
1,114,0.00147424
1,115,0.00216018
1,116,0.00171842
1,117,0.0037592
1,118,0.00382264
1,119,0.00124668
1,120,0.00132363
1,121,0.00117134
1,122,0.00155925
1,123,0.00157274
1,124,0.00182663
1,125,0.0012457
1,126,0.00114095
1,127,0.0064154
1,128,0.00176729
1,129,0.00119704
1,130,0.00158657
1,131,0.00395787
1,132,0.00134883
1,133,0.0047286
1,134,0.00445776
1,135,0.0013258
1,136,0.00328356
1,137,0.00401923
1,138,0.00154894
1,139,0.00504968
1,140,0.00234364
1,141,0.0039388
1,142,0.00152194
1,143,0.0022454
1,144,0.00234344
1,145,0.00224879
1,146,0.00244726
1,147,0.0012157
1,148,0.00242764
1,149,0.00120225
1,150,0.00208243
1,151,0.00187592
1,152,0.00209385
1,153,0.00244567
1,154,0.00118369
1,155,0.00113856
1,156,0.00731906
1,157,0.00785536
1,158,0.00752839
1,159,0.00391204
1,160,0.00373271
1,161,0.00333541
1,162,0.00370221
1,163,0.00419924
1,164,0.0013301
1,165,0.00440896
1,166,0.00379612
1,167,0.00366959
1,168,0.0036316
1,169,0.00324162
1,170,0.0013712
1,171,0.00123128
1,172,0.00134148
1,173,0.00367645
1,174,0.00123241
1,175,0.00362319
1,176,0.00361673
1,177,0.0047884
1,178,0.00370155
1,179,0.00354565
1,180,0.002859
1,181,0.00123483
1,182,0.00126239
1,183,0.00396805
1,184,0.00404554
1,185,0.00167213
1,186,0.00364358
1,187,0.00373415
1,188,0.00398912
1,189,0.00390741
1,190,0.00357474
1,191,0.00357311
1,192,0.00556653
1,193,0.00537045
1,194,0.00232513
1,195,0.00357014
1,196,0.00434299
1,197,0.00315648
1,198,0.00457804
1,199,0.00358779
1,200,0.00355024
1,201,0.00365637
1,202,0.00238201
1,203,0.00355753
1,204,0.00400243
1,205,0.00152174
1,206,0.00261298
1,207,0.0035864
1,208,0.00133299
1,209,0.00283851
1,210,0.00148598
1,211,0.00105578
1,212,0.00230769
1,213,0.00462015
1,214,0.00451181
1,215,0.00272283
1,216,0.00363262
1,217,0.0035772
1,218,0.00659045
1,219,0.00441119
1,220,0.00247064
1,221,0.00360473
1,222,0.00138702
1,223,0.0022726
1,224,0.00329824
1,225,0.00402448
1,226,0.00378966
1,227,0.00224533
1,228,0.00341745
1,229,0.00363607
1,230,0.00160444
1,231,0.00222838
1,232,0.0033894
1,233,0.0019462
1,234,0.00354931
1,235,0.00219571
1,236,0.00200112
1,237,0.00198153
1,238,0.0021982
1,239,0.00325741
1,240,0.00319036
1,241,0.00178868
1,242,0.00378295
1,243,0.00400638
1,244,0.00387392
1,245,0.00225524
1,246,0.00551823
1,247,0.000132561
1,248,7.3491e-05
1,249,7.9021e-05
1,250,8.5225e-05
1,251,9.0209e-05
1,252,7.7499e-05
1,253,7.5196e-05
1,254,7.5404e-05
1,255,7.1868e-05
1,256,8.4212e-05
1,257,8.8525e-05
1,258,7.752e-05
1,259,7.5266e-05
1,260,7.5319e-05
1,261,7.2309e-05
1,262,7.228e-05
1,263,7.4896e-05
1,264,7.3307e-05
1,265,7.2726e-05
1,266,5.0914e-05
1,267,7.3017e-05
1,268,7.4585e-05
1,269,7.3338e-05
1,270,7.4894e-05
1,271,7.3316e-05
1,272,7.3872e-05
1,273,7.5372e-05
1,274,7.7166e-05
1,275,7.5443e-05
1,276,7.4416e-05
1,277,7.4539e-05
1,278,5.4732e-05
1,279,7.2558e-05
1,280,7.2752e-05
1,281,7.1724e-05
1,282,7.1572e-05
1,283,0.000103872
1,284,8.6325e-05
1,285,6.9253e-05
1,286,7.4341e-05
1,287,7.1845e-05
1,288,7.3709e-05
1,289,7.2188e-05
1,290,0.000139414
1,291,7.3097e-05
1,292,7.4517e-05
1,293,7.4066e-05
1,294,7.6975e-05
1,295,7.6312e-05
1,296,8.556e-05
1,297,8.5492e-05
1,298,5.7789e-05
1,299,8.3497e-05
1,300,7.7765e-05
1,301,8.3492e-05
1,302,8.6954e-05
1,303,7.8378e-05
1,304,7.2815e-05
1,305,7.243e-05
1,306,7.2413e-05
1,307,7.4698e-05
1,308,7.2814e-05
1,309,7.2177e-05
1,310,7.2808e-05
1,311,6.5149e-05
1,312,7.7291e-05
1,313,7.7614e-05
1,314,6.4712e-05
1,315,7.7532e-05
1,316,7.9786e-05
1,317,7.3523e-05
1,318,6.1495e-05
1,319,5.2111e-05
1,320,7.3171e-05
1,321,7.4541e-05
1,322,7.9476e-05
1,323,7.6735e-05
1,324,7.2346e-05
1,325,7.4586e-05
1,326,7.3896e-05
1,327,7.1994e-05
1,328,7.1891e-05
1,329,5.0884e-05
1,330,7.2198e-05
1,331,7.328e-05
1,332,7.269e-05
1,333,7.0903e-05
1,334,7.1701e-05
1,335,7.0331e-05
1,336,7.7837e-05
1,337,7.2514e-05
1,338,7.123e-05
1,339,7.1221e-05
1,340,6.8803e-05
1,341,7.1216e-05
1,342,7.1766e-05
1,343,6.6034e-05
1,344,7.0838e-05
1,345,7.0408e-05
1,346,7.2099e-05
1,347,7.1747e-05
1,348,7.1063e-05
1,349,7.35e-05
1,350,7.2308e-05
1,351,6.7288e-05
